Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Martin Hinteregger,DF,Austria,28.0,1992.0,4.0,4.0,390.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,15.5,0.0,4260,1392,69,74,113,126,29,49,0,16,2,0,0.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,39.0,7.0,7.0,300.0,28.0,112.0,187.0,23.0,3.0,290.0,0.0,1.0,0.0,0.0,181.0,1266.0,727.0,22.0,7.0,0.0,2.0,0.0,210.0,208.0,2.0,9.0,8.0,5.0,0.0,4.0,2.0,42.0,15.0,22.0,19.0,1.0,7.0,3.0,0.0,4.0,9.0,13.0,0.0
Adam Hložek,FW,Czech,18.0,2002.0,4.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.2,0.0,272,87,8,11,7,10,1,4,1,0,3,2,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,4.0,2.0,34.0,0.0,4.0,13.0,19.0,4.0,34.0,0.0,1.0,0.0,0.0,22.0,189.0,133.0,6.0,2.0,0.0,4.0,1.0,32.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,4.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tomáš Holeš,MF,Czech,27.0,1993.0,5.0,4.0,298.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,17.4,0.0,1529,460,48,56,27,35,11,16,2,9,1,0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,4.0,167.0,9.0,52.0,95.0,28.0,5.0,166.0,2.0,2.0,2.0,0.0,85.0,380.0,205.0,9.0,4.0,1.0,2.0,3.0,95.0,92.0,4.0,6.0,7.0,4.0,0.0,1.0,3.0,48.0,9.0,15.0,32.0,1.0,2.0,0.0,0.0,2.0,9.0,13.0,0.0
Jakub Hromada,MF,Slovakia,24.0,1996.0,2.0,2.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440,69,21,23,8,9,1,4,0,1,0,0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,59.0,7.0,32.0,28.0,2.0,0.0,59.0,1.0,2.0,2.0,0.0,27.0,134.0,70.0,1.0,1.0,0.0,1.0,1.0,33.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.0,10.0,17.0,20.0,2.0,5.0,1.0,0.0,4.0,10.0,4.0,0.0
Patrik Hrošovský,MF,Slovakia,28.0,1992.0,2.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908,163,23,24,15,16,9,11,0,0,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,2.0,59.0,3.0,18.0,41.0,6.0,0.0,59.0,1.0,1.0,1.0,0.0,48.0,142.0,72.0,3.0,1.0,0.0,1.0,0.0,45.0,43.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,37.0,8.0,21.0,14.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
Tomáš Hubočan,DF,Slovakia,35.0,1985.0,3.0,3.0,263.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1909,903,38,42,61,71,7,12,4,7,3,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,3.0,163.0,19.0,70.0,82.0,17.0,1.0,145.0,1.0,1.0,1.0,0.0,88.0,484.0,235.0,7.0,1.0,0.0,3.0,0.0,105.0,96.0,2.0,3.0,5.0,2.0,0.0,4.0,1.0,56.0,14.0,41.0,13.0,2.0,10.0,1.0,0.0,9.0,4.0,12.0,0.0
Mats Hummels,DF,Germany,32.0,1988.0,4.0,4.0,332.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,8.7,0.0,6719,1858,68,69,163,169,65,75,2,27,3,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,42.0,22.0,8.0,357.0,26.0,133.0,224.0,23.0,6.0,349.0,0.0,0.0,0.0,0.0,235.0,1386.0,861.0,43.0,4.0,0.0,1.0,0.0,272.0,267.0,2.0,4.0,5.0,2.0,1.0,3.0,5.0,33.0,12.0,20.0,11.0,2.0,3.0,2.0,0.0,1.0,5.0,19.0,0.0
Pierre Højbjerg,MF,Denmark,25.0,1995.0,6.0,6.0,570.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,3.0,24.7,1.0,6612,1574,126,137,159,181,49,75,9,38,11,1,0.0,6.0,7.0,0.0,6.0,0.0,0.0,0.0,75.0,5.0,5.0,457.0,9.0,82.0,314.0,91.0,6.0,448.0,8.0,12.0,8.0,0.0,352.0,1725.0,875.0,50.0,14.0,1.0,5.0,7.0,359.0,328.0,17.0,5.0,4.0,7.0,0.0,3.0,9.0,104.0,25.0,37.0,56.0,11.0,11.0,0.0,0.0,11.0,13.0,9.0,0.0
Stefan Ilsanker,MF,Austria,31.0,1989.0,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,123,8,9,4,5,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,18.0,0.0,6.0,12.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,37.0,17.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Ciro Immobile,FW,Italy,30.0,1990.0,6.0,6.0,440.0,2.0,1.0,0.0,0.0,0.0,0.0,18.0,3.0,15.6,0.0,1469,150,54,64,30,37,8,12,3,4,4,0,0.0,8.0,3.0,6.0,1.0,0.0,0.0,0.0,26.0,5.0,9.0,189.0,2.0,13.0,89.0,96.0,30.0,181.0,1.0,4.0,2.0,0.0,120.0,424.0,182.0,12.0,2.0,4.0,16.0,12.0,257.0,144.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,103.0,21.0,3.0,40.0,60.0,4.0,1.0,0.0,3.0,1.0,2.0,0.0
Lorenzo Insigne,FW,Italy,29.0,1991.0,6.0,6.0,507.0,2.0,0.0,0.0,0.0,1.0,0.0,19.0,7.0,20.4,3.0,4760,1190,147,166,81,99,37,63,13,12,13,3,0.0,1.0,5.0,4.0,15.0,0.0,0.0,0.0,32.0,1.0,7.0,401.0,4.0,28.0,155.0,249.0,31.0,369.0,7.0,14.0,7.0,1.0,303.0,1442.0,869.0,45.0,14.0,12.0,9.0,6.0,372.0,319.0,43.0,2.0,1.0,3.0,0.0,0.0,5.0,65.0,16.0,21.0,24.0,20.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0
Alexander Isak,FW,Sweden,21.0,1999.0,4.0,4.0,321.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,14.6,0.0,823,248,26,35,15,17,7,8,5,3,4,0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,15.0,110.0,3.0,9.0,39.0,71.0,20.0,107.0,12.0,15.0,14.0,1.0,84.0,359.0,227.0,12.0,5.0,3.0,10.0,9.0,144.0,85.0,25.0,1.0,0.0,1.0,1.0,1.0,0.0,43.0,8.0,5.0,11.0,27.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0
Luka Ivanušec,FW,Croatia,22.0,1998.0,3.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.1,0.0,286,73,11,14,7,9,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,2.0,6.0,20.0,10.0,5.0,35.0,2.0,3.0,2.0,0.0,26.0,155.0,81.0,5.0,0.0,3.0,2.0,2.0,33.0,27.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,2.0,8.0,9.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Daniel James,MF,Wales,23.0,1997.0,4.0,4.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,19.0,0.0,1124,423,22,26,16,23,14,19,10,1,5,4,0.0,2.0,8.0,0.0,11.0,0.0,0.0,0.0,16.0,1.0,7.0,104.0,2.0,16.0,32.0,62.0,6.0,92.0,7.0,8.0,7.0,1.0,71.0,478.0,339.0,10.0,3.0,2.0,3.0,6.0,107.0,63.0,15.0,1.0,0.0,3.0,1.0,0.0,0.0,54.0,10.0,6.0,33.0,15.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0
Reece James,DF,England,21.0,1999.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.4,0.0,1500,448,36,37,47,47,3,4,2,5,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,1.0,92.0,2.0,19.0,57.0,26.0,2.0,85.0,0.0,0.0,0.0,0.0,69.0,319.0,209.0,10.0,3.0,0.0,1.0,0.0,75.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Jakub Jankto,FW,Czech,25.0,1996.0,5.0,3.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.2,0.0,1503,381,48,50,20,31,12,21,7,3,1,0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,0.0,18.0,2.0,2.0,132.0,4.0,25.0,41.0,74.0,12.0,119.0,1.0,1.0,1.0,0.0,90.0,552.0,293.0,15.0,2.0,3.0,5.0,5.0,118.0,89.0,18.0,0.0,1.0,0.0,0.0,0.0,4.0,40.0,8.0,11.0,12.0,17.0,5.0,0.0,0.0,5.0,2.0,2.0,0.0
Fredrik Jensen,DF,Finland,23.0,1997.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,0,1,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,21.0,13.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathias Jensen,MF,Denmark,25.0,1996.0,6.0,0.0,146.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,25.3,0.0,1835,422,42,47,30,37,18,35,2,4,4,1,0.0,5.0,1.0,0.0,11.0,0.0,0.0,0.0,10.0,2.0,0.0,131.0,1.0,13.0,61.0,65.0,2.0,115.0,2.0,3.0,2.0,0.0,91.0,412.0,199.0,11.0,4.0,0.0,0.0,4.0,108.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,10.0,21.0,19.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Frenkie de Jong,MF,Netherlands,23.0,1997.0,4.0,4.0,348.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4118,1027,106,123,108,111,19,25,4,25,4,0,0.0,2.0,9.0,0.0,2.0,0.0,0.0,0.0,45.0,7.0,1.0,305.0,4.0,54.0,200.0,88.0,4.0,301.0,8.0,9.0,9.0,0.0,234.0,1433.0,810.0,32.0,17.0,2.0,5.0,6.0,256.0,227.0,19.0,5.0,3.0,3.0,1.0,1.0,1.0,68.0,29.0,16.0,32.0,20.0,5.0,0.0,0.0,5.0,8.0,5.0,0.0
Luuk de Jong,FW,Netherlands,30.0,1990.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,18,6,7,2,4,0,2,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,2.0,9.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,7.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorginho,MF,Italy,29.0,1991.0,7.0,7.0,704.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8249,2189,221,228,231,237,29,44,6,56,5,0,0.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,54.0,2.0,1.0,587.0,25.0,136.0,371.0,105.0,2.0,578.0,6.0,8.0,8.0,0.0,425.0,2067.0,1129.0,53.0,10.0,0.0,3.0,3.0,461.0,455.0,12.0,8.0,9.0,2.0,4.0,9.0,20.0,136.0,45.0,43.0,78.0,15.0,15.0,2.0,0.0,13.0,18.0,9.0,0.0
Diogo Jota,FW,Portugal,24.0,1996.0,4.0,4.0,321.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,13.3,0.0,1399,195,47,53,30,37,8,10,5,5,0,0,0.0,6.0,5.0,2.0,3.0,0.0,0.0,0.0,11.0,2.0,3.0,151.0,0.0,12.0,76.0,78.0,14.0,150.0,4.0,8.0,4.0,0.0,109.0,415.0,216.0,14.0,5.0,0.0,6.0,12.0,153.0,127.0,29.0,2.0,0.0,3.0,1.0,0.0,5.0,58.0,11.0,14.0,31.0,13.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0
Kamil Jóźwiak,DF,Poland,22.0,1998.0,3.0,3.0,240.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1487,555,65,74,30,43,7,14,5,5,3,2,0.0,5.0,6.0,0.0,9.0,0.0,0.0,0.0,28.0,1.0,6.0,167.0,5.0,18.0,76.0,88.0,3.0,148.0,3.0,10.0,3.0,0.0,114.0,775.0,426.0,20.0,7.0,0.0,4.0,4.0,122.0,100.0,12.0,7.0,1.0,3.0,3.0,2.0,3.0,55.0,20.0,14.0,27.0,14.0,6.0,0.0,0.0,6.0,3.0,3.0,1.0
Josip Juranović,DF,Croatia,25.0,1995.0,2.0,2.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.2,0.0,1288,305,36,38,27,30,8,16,0,0,1,1,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,12.0,1.0,1.0,100.0,3.0,27.0,49.0,30.0,0.0,87.0,2.0,2.0,2.0,0.0,78.0,349.0,214.0,12.0,5.0,0.0,2.0,1.0,80.0,69.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,3.0,8.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
Pavel Kadeřábek,DF,Czech,28.0,1992.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.1,0.0,695,284,19,20,14,21,5,8,0,3,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,1.0,60.0,4.0,17.0,37.0,10.0,1.0,53.0,0.0,1.0,0.0,0.0,35.0,243.0,135.0,3.0,1.0,0.0,0.0,0.0,34.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
İrfan Kahveci,MF,Turkey,25.0,1995.0,3.0,1.0,113.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,24.8,0.0,868,146,30,32,17,20,5,10,4,3,1,1,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,82.0,1.0,12.0,50.0,26.0,0.0,80.0,3.0,3.0,3.0,1.0,62.0,289.0,176.0,12.0,4.0,0.0,3.0,2.0,68.0,61.0,6.0,2.0,2.0,0.0,0.0,0.0,4.0,40.0,6.0,14.0,15.0,11.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0
Sasa Kalajdzic,FW,Austria,23.0,1997.0,4.0,1.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,11.6,0.0,512,103,19,23,10,13,3,3,1,3,2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,8.0,58.0,1.0,4.0,25.0,32.0,11.0,55.0,3.0,5.0,3.0,1.0,39.0,157.0,61.0,4.0,1.0,0.0,5.0,1.0,68.0,42.0,16.0,2.0,0.0,3.0,0.0,2.0,0.0,14.0,4.0,1.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Tomáš Kalas,DF,Czech,27.0,1993.0,5.0,5.0,450.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,3845,1140,50,55,70,74,44,60,1,8,1,0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,38.0,24.0,13.0,258.0,38.0,148.0,115.0,5.0,3.0,254.0,1.0,1.0,1.0,0.0,147.0,642.0,336.0,13.0,1.0,0.0,0.0,0.0,149.0,146.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,35.0,12.0,22.0,12.0,1.0,14.0,8.0,0.0,6.0,8.0,43.0,0.0
Glen Kamara,MF,Finland,25.0,1995.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,19.0,0.0,2516,629,65,73,57,63,18,18,2,12,2,1,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,30.0,1.0,5.0,198.0,3.0,56.0,110.0,50.0,3.0,197.0,2.0,5.0,2.0,0.0,154.0,858.0,456.0,18.0,7.0,1.0,7.0,5.0,160.0,146.0,7.0,1.0,2.0,0.0,3.0,3.0,1.0,46.0,8.0,19.0,22.0,5.0,3.0,0.0,0.0,3.0,10.0,1.0,0.0
Harry Kane,FW,England,27.0,1993.0,7.0,7.0,646.0,4.0,0.0,0.0,1.0,0.0,0.0,15.0,7.0,13.8,0.0,2027,376,55,72,34,52,15,22,5,12,3,0,0.0,5.0,16.0,2.0,5.0,0.0,0.0,0.0,25.0,21.0,37.0,241.0,5.0,13.0,116.0,125.0,33.0,236.0,6.0,13.0,7.0,3.0,163.0,795.0,351.0,20.0,6.0,3.0,13.0,10.0,329.0,190.0,42.0,1.0,0.0,1.0,1.0,0.0,0.0,98.0,19.0,6.0,48.0,44.0,8.0,1.0,0.0,7.0,3.0,5.0,0.0
N'Golo Kanté,MF,France,29.0,1991.0,4.0,4.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,4240,867,111,119,88,94,31,32,1,24,1,0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,42.0,4.0,2.0,302.0,4.0,63.0,195.0,59.0,1.0,299.0,4.0,12.0,8.0,1.0,198.0,832.0,371.0,16.0,5.0,0.0,3.0,5.0,225.0,213.0,9.0,8.0,7.0,5.0,1.0,2.0,2.0,93.0,19.0,31.0,49.0,13.0,7.0,0.0,0.0,7.0,11.0,1.0,0.0
Kenan Karaman,MF,Turkey,26.0,1994.0,3.0,2.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.5,0.0,296,56,18,22,6,13,0,3,0,1,0,0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,9.0,55.0,3.0,11.0,26.0,21.0,7.0,55.0,0.0,0.0,0.0,0.0,35.0,110.0,39.0,1.0,0.0,0.0,7.0,0.0,68.0,45.0,12.0,2.0,1.0,1.0,0.0,1.0,2.0,35.0,6.0,12.0,17.0,6.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
Oleksandr Karavayev,DF,Ukraine,28.0,1992.0,5.0,5.0,480.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,17.3,0.0,4364,1279,114,129,91,103,30,43,5,11,4,0,0.0,2.0,8.0,0.0,6.0,0.0,1.0,0.0,34.0,5.0,5.0,348.0,16.0,110.0,160.0,98.0,15.0,305.0,1.0,3.0,1.0,0.0,198.0,1118.0,730.0,31.0,9.0,2.0,10.0,3.0,250.0,224.0,16.0,3.0,6.0,0.0,0.0,2.0,6.0,46.0,12.0,29.0,10.0,7.0,12.0,0.0,0.0,12.0,15.0,7.0,1.0
Vyacheslav Karavayev,DF,Russia,25.0,1995.0,3.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713,155,18,21,25,31,0,8,1,1,0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,4.0,78.0,7.0,22.0,29.0,31.0,5.0,63.0,0.0,0.0,0.0,0.0,40.0,208.0,109.0,5.0,2.0,0.0,2.0,0.0,58.0,44.0,5.0,4.0,4.0,0.0,0.0,2.0,2.0,25.0,9.0,13.0,7.0,5.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0
Joni Kauko,MF,Finland,30.0,1990.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.5,0.0,413,84,13,13,9,13,2,4,0,2,1,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,4.0,39.0,0.0,5.0,21.0,16.0,0.0,39.0,1.0,2.0,1.0,0.0,31.0,163.0,62.0,1.0,1.0,0.0,0.0,1.0,41.0,29.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,6.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Joshua Kimmich,DF,Germany,25.0,1995.0,4.0,4.0,360.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7.6,0.0,4085,1047,93,97,105,120,22,41,7,13,13,5,0.0,2.0,7.0,1.0,16.0,0.0,0.0,0.0,26.0,2.0,1.0,294.0,6.0,52.0,128.0,136.0,4.0,263.0,1.0,3.0,1.0,0.0,207.0,1215.0,499.0,30.0,7.0,0.0,5.0,5.0,237.0,218.0,14.0,4.0,5.0,1.0,0.0,3.0,1.0,30.0,9.0,9.0,12.0,9.0,2.0,1.0,0.0,1.0,4.0,5.0,0.0
Presnel Kimpembe,DF,France,25.0,1995.0,4.0,4.0,390.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5100,1456,79,84,149,154,29,33,1,14,1,0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,7.0,308.0,33.0,122.0,197.0,10.0,0.0,306.0,1.0,2.0,1.0,0.0,228.0,1040.0,559.0,14.0,2.0,0.0,0.0,1.0,249.0,247.0,0.0,3.0,5.0,0.0,1.0,4.0,3.0,36.0,13.0,22.0,13.0,1.0,4.0,0.0,0.0,4.0,4.0,14.0,0.0
Simon Kjær,DF,Denmark,31.0,1989.0,6.0,6.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.5,0.0,5317,1641,60,64,131,139,41,58,1,16,0,0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,50.0,15.0,18.0,332.0,36.0,164.0,174.0,11.0,6.0,325.0,0.0,0.0,0.0,0.0,213.0,1004.0,507.0,13.0,1.0,0.0,1.0,0.0,213.0,207.0,1.0,5.0,7.0,6.0,0.0,2.0,0.0,54.0,23.0,30.0,23.0,1.0,6.0,4.0,0.0,2.0,7.0,37.0,0.0
László Kleinheisler,MF,Hungary,26.0,1994.0,3.0,3.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,0.0,711,157,21,27,17,20,3,7,2,2,0,0,0.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,15.0,2.0,4.0,105.0,3.0,43.0,61.0,14.0,2.0,99.0,6.0,7.0,6.0,0.0,76.0,429.0,215.0,8.0,2.0,0.0,7.0,9.0,73.0,60.0,4.0,6.0,4.0,2.0,0.0,2.0,2.0,44.0,17.0,24.0,17.0,3.0,4.0,0.0,0.0,4.0,7.0,6.0,0.0
Mateusz Klich,MF,Poland,30.0,1990.0,3.0,3.0,210.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28.3,0.0,1261,266,46,54,27,34,7,21,1,8,1,1,0.0,3.0,2.0,0.0,9.0,0.0,0.0,0.0,16.0,0.0,3.0,138.0,3.0,22.0,65.0,59.0,2.0,129.0,0.0,0.0,0.0,0.0,87.0,388.0,137.0,4.0,3.0,0.0,2.0,4.0,110.0,101.0,10.0,2.0,1.0,2.0,1.0,1.0,4.0,76.0,17.0,20.0,37.0,19.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0
Orkun Kökçü,MF,Turkey,20.0,2000.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,45,3,3,1,1,2,3,1,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,7.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,46.0,28.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koke,MF,Spain,29.0,1992.0,6.0,6.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,19.6,1.0,7335,1995,183,199,150,159,58,84,10,60,7,2,0.0,6.0,12.0,0.0,15.0,1.0,0.0,0.0,34.0,0.0,5.0,492.0,3.0,45.0,286.0,181.0,10.0,459.0,1.0,2.0,1.0,0.0,339.0,1070.0,443.0,25.0,3.0,0.0,4.0,7.0,433.0,401.0,26.0,10.0,3.0,6.0,2.0,5.0,5.0,87.0,35.0,19.0,41.0,27.0,4.0,0.0,0.0,4.0,2.0,3.0,0.0
Martin Koscelník,FW,Slovakia,25.0,1995.0,2.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,644,165,13,15,15,18,5,9,0,1,2,1,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,5.0,58.0,4.0,18.0,25.0,17.0,2.0,56.0,2.0,3.0,3.0,0.0,42.0,146.0,68.0,4.0,0.0,0.0,2.0,3.0,49.0,41.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,29.0,7.0,14.0,10.0,5.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0
Tihomir Kostadinov,MF,North,24.0,1996.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,213,42,6,6,7,7,0,4,1,2,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,27.0,2.0,7.0,19.0,2.0,0.0,27.0,1.0,1.0,1.0,0.0,15.0,55.0,41.0,3.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,16.0,3.0,3.0,10.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0
