Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Mikel Oyarzabal,FW,Spain,23.0,1997.0,6.0,1.0,167.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,17.2,0.0,1434,327,40,46,30,32,11,15,6,3,3,1,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,1.0,125.0,1.0,3.0,39.0,88.0,18.0,116.0,6.0,8.0,6.0,0.0,95.0,465.0,277.0,19.0,3.0,3.0,6.0,5.0,112.0,99.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,6.0,3.0,11.0,12.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
Magomed Ozdoyev,MF,Russia,28.0,1992.0,3.0,3.0,210.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,16.1,0.0,1498,365,33,37,21,29,18,26,1,7,3,3,0.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,27.0,1.0,2.0,126.0,7.0,29.0,58.0,46.0,4.0,122.0,1.0,3.0,1.0,0.0,72.0,403.0,150.0,8.0,5.0,0.0,1.0,2.0,90.0,72.0,7.0,4.0,2.0,5.0,1.0,2.0,4.0,54.0,23.0,14.0,26.0,14.0,4.0,1.0,0.0,3.0,7.0,4.0,0.0
João Palhinha,MF,Portugal,25.0,1995.0,2.0,1.0,122.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,19.9,0.0,1039,255,18,20,21,22,8,11,0,8,0,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,73.0,3.0,10.0,53.0,12.0,2.0,72.0,2.0,2.0,2.0,1.0,52.0,275.0,108.0,7.0,1.0,0.0,0.0,0.0,49.0,49.0,0.0,6.0,2.0,7.0,0.0,2.0,2.0,28.0,6.0,11.0,15.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Emerson Palmieri,DF,Italy,26.0,1994.0,4.0,3.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,17.7,0.0,1943,539,75,81,52,60,3,5,2,6,1,0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,9.0,3.0,3.0,178.0,7.0,48.0,78.0,57.0,9.0,146.0,5.0,6.0,6.0,0.0,119.0,403.0,250.0,13.0,3.0,1.0,6.0,2.0,137.0,120.0,5.0,4.0,3.0,0.0,2.0,2.0,2.0,30.0,9.0,8.0,14.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
Goran Pandev,FW,North,37.0,1983.0,3.0,3.0,248.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.5,0.0,705,107,24,32,13,15,4,5,3,3,1,0,0.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,12.0,2.0,3.0,99.0,0.0,6.0,55.0,41.0,6.0,91.0,1.0,4.0,2.0,1.0,71.0,235.0,87.0,3.0,1.0,1.0,11.0,7.0,118.0,72.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,7.0,3.0,12.0,12.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Mario Pašalić,FW,Croatia,25.0,1995.0,2.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,397,101,10,10,12,12,1,2,2,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,29.0,0.0,3.0,19.0,10.0,4.0,29.0,0.0,0.0,0.0,0.0,14.0,105.0,73.0,4.0,2.0,0.0,1.0,0.0,23.0,20.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Nathan Patterson,DF,Scotland,19.0,2001.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,26,6,6,3,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,13.0,1.0,3.0,8.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,6.0,40.0,32.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Pavard,DF,France,24.0,1996.0,3.0,3.0,300.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,11.2,0.0,2818,965,81,89,65,80,17,20,2,13,1,0,0.0,7.0,2.0,0.0,4.0,0.0,1.0,0.0,21.0,2.0,5.0,229.0,7.0,48.0,128.0,66.0,1.0,203.0,1.0,1.0,1.0,0.0,138.0,623.0,424.0,16.0,3.0,0.0,1.0,1.0,162.0,151.0,5.0,3.0,7.0,5.0,2.0,8.0,1.0,57.0,18.0,24.0,21.0,12.0,4.0,0.0,0.0,4.0,6.0,3.0,0.0
Pedri,MF,Spain,18.0,2002.0,6.0,6.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8326,1617,177,189,182,195,64,71,10,68,11,3,0.0,3.0,15.0,0.0,3.0,0.0,0.0,1.0,44.0,2.0,3.0,525.0,2.0,33.0,317.0,222.0,7.0,509.0,3.0,9.0,3.0,0.0,411.0,2088.0,1078.0,66.0,29.0,1.0,10.0,8.0,479.0,432.0,37.0,5.0,3.0,3.0,1.0,3.0,4.0,104.0,38.0,21.0,51.0,32.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0
Peter Pekarík,DF,Slovakia,34.0,1986.0,3.0,3.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.3,0.0,2373,698,67,72,60,63,9,17,3,4,2,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,16.0,1.0,2.0,172.0,8.0,76.0,87.0,21.0,2.0,144.0,0.0,1.0,0.0,0.0,94.0,514.0,303.0,11.0,2.0,0.0,1.0,0.0,118.0,110.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,41.0,8.0,26.0,15.0,0.0,2.0,0.0,0.0,2.0,4.0,5.0,0.0
Tomáš Pekhart,FW,Czech,31.0,1989.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,11,0,1,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,1.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pepe,DF,Portugal,37.0,1983.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,5713,1585,72,74,122,126,53,75,0,11,1,0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,30.0,4.0,4.0,307.0,26.0,124.0,191.0,9.0,3.0,298.0,1.0,1.0,1.0,0.0,228.0,1109.0,581.0,16.0,1.0,0.0,0.0,2.0,238.0,234.0,1.0,4.0,5.0,1.0,0.0,2.0,3.0,26.0,8.0,14.0,11.0,1.0,5.0,0.0,0.0,5.0,9.0,11.0,0.0
Danilo Pereira,MF,Portugal,29.0,1991.0,4.0,3.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,2612,635,39,40,59,62,23,26,1,10,2,0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,2.0,151.0,10.0,45.0,96.0,15.0,2.0,148.0,2.0,2.0,2.0,1.0,111.0,546.0,241.0,7.0,1.0,0.0,0.0,2.0,107.0,106.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,29.0,7.0,10.0,17.0,2.0,1.0,0.0,0.0,1.0,6.0,5.0,0.0
Ivan Perišić,FW,Croatia,31.0,1989.0,3.0,3.0,260.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,17.8,0.0,1189,371,40,46,23,30,7,17,7,5,3,1,0.0,3.0,1.0,2.0,10.0,0.0,0.0,0.0,19.0,9.0,9.0,129.0,7.0,22.0,55.0,60.0,18.0,125.0,1.0,2.0,2.0,0.0,78.0,596.0,379.0,23.0,5.0,6.0,4.0,3.0,125.0,87.0,10.0,2.0,2.0,1.0,1.0,1.0,4.0,59.0,9.0,10.0,26.0,23.0,3.0,1.0,0.0,2.0,4.0,4.0,0.0
Matteo Pessina,MF,Italy,23.0,1997.0,4.0,1.0,192.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,10.9,0.0,649,127,26,33,14,20,2,2,3,4,0,0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,77.0,3.0,13.0,29.0,40.0,10.0,77.0,4.0,5.0,4.0,0.0,50.0,316.0,185.0,7.0,3.0,0.0,3.0,1.0,67.0,54.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,29.0,6.0,6.0,11.0,12.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0
Bruno Petković,FW,Croatia,26.0,1994.0,4.0,2.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.5,0.0,497,75,27,33,9,10,1,4,1,3,1,0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,80.0,4.0,7.0,53.0,26.0,7.0,78.0,1.0,1.0,1.0,0.0,53.0,254.0,126.0,10.0,5.0,1.0,9.0,4.0,87.0,59.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,7.0,2.0,16.0,11.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0
Kalvin Phillips,MF,England,25.0,1995.0,7.0,7.0,664.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,23.8,0.0,5791,928,106,118,150,155,35,57,3,22,6,1,0.0,16.0,6.0,1.0,4.0,0.0,0.0,0.0,62.0,12.0,5.0,410.0,14.0,80.0,261.0,89.0,5.0,401.0,2.0,7.0,2.0,0.0,258.0,1064.0,359.0,10.0,7.0,0.0,1.0,8.0,299.0,281.0,14.0,12.0,5.0,8.0,3.0,3.0,13.0,229.0,47.0,58.0,141.0,30.0,9.0,0.0,0.0,9.0,8.0,14.0,0.0
Paul Pogba,MF,France,27.0,1993.0,4.0,4.0,375.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,20.7,0.0,4531,1254,120,136,85,93,34,46,8,32,7,1,0.0,10.0,13.0,1.0,2.0,0.0,0.0,0.0,34.0,8.0,6.0,330.0,6.0,52.0,224.0,78.0,6.0,324.0,9.0,12.0,9.0,1.0,268.0,1148.0,601.0,23.0,7.0,0.0,7.0,10.0,282.0,267.0,11.0,5.0,3.0,5.0,0.0,1.0,3.0,74.0,22.0,21.0,43.0,10.0,3.0,1.0,0.0,2.0,7.0,3.0,0.0
Joel Pohjanpalo,FW,Finland,26.0,1994.0,3.0,3.0,242.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,12.7,0.0,536,110,18,29,10,13,4,6,2,2,0,0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,8.0,14.0,71.0,3.0,16.0,37.0,23.0,11.0,71.0,3.0,5.0,3.0,0.0,46.0,202.0,62.0,5.0,2.0,2.0,4.0,1.0,106.0,54.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,6.0,8.0,20.0,9.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Yussuf Poulsen,FW,Denmark,26.0,1994.0,5.0,3.0,295.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,16.5,0.0,882,204,45,55,12,24,4,9,7,3,2,1,0.0,11.0,6.0,0.0,5.0,1.0,0.0,0.0,13.0,17.0,8.0,144.0,1.0,12.0,63.0,76.0,18.0,143.0,1.0,3.0,1.0,0.0,82.0,366.0,227.0,10.0,2.0,0.0,14.0,8.0,191.0,117.0,39.0,3.0,3.0,0.0,1.0,1.0,6.0,66.0,18.0,11.0,24.0,31.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0
Dennis Praet,DF,Belgium,26.0,1994.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,14,4,5,4,4,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,1.0,7.0,6.0,0.0,11.0,0.0,2.0,0.0,0.0,6.0,40.0,20.0,2.0,1.0,0.0,1.0,0.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quincy Promes,FW,Netherlands,29.0,1992.0,2.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,461,68,16,21,11,15,2,2,0,0,1,1,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,47.0,0.0,2.0,16.0,33.0,4.0,46.0,1.0,2.0,1.0,0.0,36.0,137.0,100.0,5.0,3.0,2.0,2.0,0.0,56.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tymoteusz Puchacz,DF,Poland,22.0,1999.0,3.0,2.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.6,0.0,573,230,18,24,11,19,3,8,0,3,1,1,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,16.0,3.0,3.0,85.0,4.0,24.0,41.0,34.0,2.0,72.0,3.0,7.0,3.0,0.0,51.0,450.0,267.0,8.0,6.0,0.0,4.0,3.0,41.0,38.0,5.0,4.0,0.0,2.0,3.0,1.0,1.0,25.0,5.0,12.0,9.0,4.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0
Teemu Pukki,FW,Finland,30.0,1990.0,3.0,3.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,17.5,0.0,463,76,18,24,8,11,3,3,3,2,3,1,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,1.0,8.0,66.0,1.0,5.0,33.0,32.0,10.0,63.0,6.0,7.0,6.0,0.0,53.0,178.0,84.0,4.0,1.0,0.0,6.0,8.0,98.0,47.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,12.0,6.0,43.0,27.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Przemysław Płacheta,MF,Poland,22.0,1998.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.4,0.0,80,53,3,3,2,3,0,3,1,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,3.0,4.0,10.0,3.0,15.0,0.0,1.0,0.0,0.0,14.0,57.0,26.0,2.0,1.0,0.0,1.0,0.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Quaison,FW,Sweden,27.0,1993.0,4.0,1.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.2,0.0,101,5,7,9,1,3,0,1,0,1,0,0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,11.0,34.0,1.0,6.0,20.0,11.0,3.0,34.0,2.0,4.0,2.0,0.0,20.0,50.0,16.0,1.0,1.0,1.0,2.0,5.0,53.0,20.0,9.0,1.0,0.0,2.0,0.0,0.0,2.0,36.0,9.0,7.0,17.0,12.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Adrien Rabiot,DF,France,25.0,1995.0,4.0,3.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22.2,0.0,2829,762,92,101,72,83,10,12,1,15,3,0,0.0,6.0,5.0,1.0,4.0,0.0,0.0,0.0,21.0,3.0,2.0,233.0,7.0,63.0,127.0,71.0,5.0,218.0,2.0,2.0,2.0,1.0,177.0,1093.0,598.0,23.0,14.0,0.0,4.0,5.0,183.0,172.0,14.0,3.0,3.0,3.0,2.0,5.0,3.0,46.0,13.0,17.0,21.0,8.0,6.0,0.0,0.0,6.0,8.0,3.0,0.0
Jukka Raitala,DF,Finland,32.0,1988.0,3.0,3.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115,507,29,33,29,36,6,20,0,2,0,0,0.0,6.0,2.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,2.0,116.0,13.0,50.0,44.0,26.0,0.0,108.0,2.0,4.0,2.0,0.0,77.0,252.0,137.0,4.0,0.0,0.0,2.0,1.0,91.0,78.0,2.0,3.0,5.0,0.0,0.0,3.0,1.0,61.0,14.0,47.0,11.0,3.0,5.0,1.0,0.0,4.0,3.0,8.0,0.0
Aaron Ramsey,MF,Wales,30.0,1990.0,4.0,4.0,353.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,12.1,0.0,2373,549,52,65,45,52,21,33,4,11,5,1,0.0,6.0,11.0,0.0,6.0,0.0,0.0,0.0,24.0,4.0,8.0,198.0,11.0,42.0,100.0,73.0,18.0,181.0,3.0,5.0,3.0,0.0,128.0,743.0,307.0,10.0,4.0,2.0,6.0,5.0,160.0,133.0,26.0,5.0,4.0,1.0,2.0,0.0,1.0,77.0,15.0,18.0,39.0,20.0,4.0,1.0,0.0,3.0,6.0,2.0,0.0
Marcus Rashford,FW,England,23.0,1997.0,5.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511,71,19,21,7,9,5,7,0,2,0,0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,2.0,47.0,0.0,5.0,23.0,23.0,2.0,47.0,4.0,7.0,4.0,2.0,34.0,108.0,70.0,4.0,1.0,0.0,0.0,3.0,54.0,37.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,21.0,4.0,4.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Giacomo Raspadori,FW,Italy,20.0,2000.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.2,0.0,85,26,2,2,1,2,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,3.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ante Rebić,FW,Croatia,27.0,1993.0,4.0,3.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,18.6,0.0,318,72,15,22,8,14,0,3,1,3,1,0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,9.0,71.0,5.0,11.0,31.0,31.0,7.0,69.0,1.0,5.0,1.0,0.0,37.0,185.0,114.0,7.0,2.0,1.0,6.0,2.0,84.0,44.0,11.0,3.0,2.0,1.0,1.0,2.0,0.0,76.0,17.0,8.0,36.0,32.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0
Declan Rice,MF,England,22.0,1999.0,7.0,7.0,535.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.4,0.0,5846,1043,87,93,166,174,35,42,1,29,2,0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,5.0,376.0,19.0,87.0,268.0,44.0,2.0,369.0,5.0,10.0,5.0,1.0,262.0,1525.0,567.0,25.0,11.0,0.0,4.0,2.0,282.0,266.0,3.0,5.0,3.0,8.0,2.0,6.0,8.0,111.0,37.0,31.0,67.0,13.0,7.0,3.0,0.0,4.0,19.0,12.0,0.0
Kire Ristevski,MF,North,30.0,1990.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,50,0,0,7,7,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,6.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,71.0,31.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milan Ristovski,FW,North,22.0,1998.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Ristovski,DF,North,28.0,1992.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,32.2,0.0,2328,853,54,64,52,63,17,29,0,5,0,0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,23.0,3.0,6.0,202.0,16.0,91.0,81.0,39.0,1.0,185.0,1.0,2.0,1.0,0.0,127.0,589.0,283.0,12.0,4.0,0.0,2.0,3.0,130.0,120.0,7.0,4.0,6.0,2.0,0.0,4.0,4.0,30.0,8.0,15.0,12.0,3.0,7.0,0.0,0.0,7.0,11.0,12.0,0.0
Connor Roberts,DF,Wales,25.0,1995.0,4.0,4.0,309.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.9,0.0,1925,883,45,46,39,48,12,22,1,8,1,0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,16.0,4.0,3.0,140.0,10.0,49.0,63.0,33.0,5.0,119.0,1.0,1.0,1.0,0.0,82.0,296.0,187.0,10.0,2.0,2.0,0.0,2.0,96.0,85.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,6.0,14.0,6.0,3.0,9.0,3.0,0.0,6.0,1.0,5.0,0.0
Tyler Roberts,FW,Wales,22.0,1999.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,14,3,3,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Robertson,DF,Scotland,26.0,1994.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.1,0.0,2548,928,36,39,56,69,22,48,9,9,6,5,0.0,6.0,1.0,1.0,15.0,0.0,0.0,0.0,18.0,3.0,3.0,184.0,7.0,41.0,98.0,66.0,3.0,148.0,4.0,5.0,4.0,0.0,97.0,728.0,414.0,16.0,8.0,0.0,0.0,0.0,125.0,108.0,6.0,3.0,3.0,1.0,0.0,1.0,2.0,41.0,11.0,18.0,12.0,11.0,4.0,0.0,0.0,4.0,6.0,7.0,0.0
Joe Rodon,DF,Wales,23.0,1997.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.4,0.0,2316,587,22,24,62,67,17,24,1,3,0,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,12.0,6.0,163.0,40.0,106.0,54.0,6.0,4.0,160.0,0.0,0.0,0.0,0.0,83.0,366.0,150.0,4.0,0.0,0.0,1.0,0.0,93.0,92.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,42.0,12.0,31.0,11.0,0.0,7.0,5.0,0.0,2.0,9.0,26.0,0.0
Rodri,MF,Spain,24.0,1996.0,5.0,2.0,227.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,18.0,0.0,3714,591,60,64,90,97,31,32,2,24,0,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,29.0,9.0,3.0,218.0,5.0,33.0,142.0,52.0,4.0,215.0,0.0,0.0,0.0,0.0,142.0,567.0,249.0,11.0,3.0,0.0,2.0,1.0,169.0,166.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,33.0,9.0,12.0,16.0,5.0,1.0,0.0,0.0,1.0,2.0,7.0,0.0
Ricardo Rodríguez,DF,Switzerland,28.0,1992.0,5.0,5.0,476.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,39.0,0.0,4498,1906,91,95,97,115,34,63,10,20,6,2,0.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,29.0,2.0,7.0,321.0,21.0,90.0,179.0,83.0,2.0,268.0,4.0,4.0,4.0,0.0,189.0,1134.0,657.0,32.0,8.0,0.0,3.0,0.0,208.0,195.0,9.0,6.0,6.0,4.0,3.0,2.0,2.0,67.0,13.0,37.0,23.0,7.0,11.0,5.0,0.0,6.0,8.0,10.0,0.0
Cristiano Ronaldo,FW,Portugal,35.0,1985.0,4.0,4.0,360.0,5.0,1.0,3.0,3.0,0.0,0.0,12.0,4.0,19.6,3.0,1532,273,59,66,37,44,4,6,4,6,7,0,0.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0,11.0,11.0,14.0,175.0,2.0,4.0,85.0,102.0,21.0,158.0,8.0,10.0,8.0,0.0,117.0,616.0,342.0,22.0,14.0,1.0,7.0,7.0,198.0,138.0,33.0,1.0,0.0,1.0,1.0,0.0,1.0,38.0,14.0,0.0,16.0,22.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
Marten de Roon,MF,Netherlands,29.0,1991.0,3.0,3.0,235.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.6,0.0,2350,464,53,61,58,66,14,22,2,14,0,0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,7.0,5.0,171.0,1.0,34.0,111.0,28.0,1.0,169.0,0.0,1.0,0.0,0.0,112.0,340.0,130.0,8.0,0.0,0.0,1.0,0.0,114.0,113.0,5.0,3.0,0.0,4.0,0.0,1.0,4.0,52.0,16.0,12.0,33.0,7.0,4.0,1.0,0.0,3.0,2.0,7.0,0.0
