Player,Age,Born,Pos,Nation,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Kieran Trippier,27.0,1990.0,FW,England,6.0,6.0,579.0,1.0,3.0,1.0,27.4,3.0,0.0,0.0,304.0,410.0,5132.0,1825.0,163.0,178.0,88.0,116.0,45.0,94.0,1.0,24.0,17.0,13.0,3.0,28.0,0.0,0.0,0.0,6.0,6.0,1.0,48.0,0.0,0.0,0.0,19.0,16.0,7.0,464.0,10.0,83.0,210.0,176.0,6.0,464.0,6.0,5.0,1.0,237.0,847.0,464.0,9.0,12.0,0.0,6.0,3.0,257.0,32.0,15.0,6.0,9.0,4.0,2.0,9.0,15.0,6.0,4.0,0.0,4.0,11.0,15.0,0.0
Kim Min-woo,28.0,1990.0,DF,Korea,2.0,1.0,146.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,64.0,600.0,258.0,32.0,36.0,11.0,18.0,1.0,8.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,8.0,2.0,1.0,83.0,1.0,23.0,36.0,24.0,1.0,83.0,4.0,1.0,3.0,39.0,199.0,109.0,3.0,1.0,0.0,4.0,1.0,43.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0
Kim Shin-wook,30.0,1988.0,FW,Korea,1.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,82.0,21.0,4.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,13.0,0.0,0.0,8.0,5.0,0.0,13.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Young-gwon,28.0,1990.0,DF,Korea,3.0,3.0,270.0,1.0,1.0,1.0,4.4,0.0,0.0,0.0,78.0,96.0,1626.0,758.0,29.0,36.0,37.0,40.0,12.0,20.0,0.0,0.0,7.0,1.0,0.0,6.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,117.0,21.0,69.0,45.0,4.0,1.0,117.0,1.0,1.0,0.0,61.0,292.0,148.0,0.0,1.0,1.0,1.0,0.0,74.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,11.0,0.0
Koke,26.0,1992.0,MF,Spain,3.0,2.0,230.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,260.0,282.0,4271.0,897.0,139.0,140.0,86.0,93.0,27.0,37.0,0.0,4.0,23.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,2.0,296.0,7.0,27.0,220.0,52.0,1.0,296.0,3.0,2.0,1.0,222.0,855.0,423.0,4.0,8.0,0.0,0.0,4.0,256.0,6.0,5.0,4.0,1.0,4.0,0.0,2.0,5.0,3.0,1.0,1.0,0.0,2.0,4.0,0.0
Koo Ja-cheol,29.0,1989.0,MF,Korea,2.0,2.0,126.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,27.0,297.0,67.0,12.0,14.0,6.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,43.0,2.0,11.0,21.0,11.0,3.0,43.0,1.0,1.0,0.0,21.0,109.0,48.0,2.0,1.0,1.0,2.0,6.0,30.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0
Kyle Walker,28.0,1990.0,DF,England,5.0,5.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,384.0,6182.0,1766.0,153.0,155.0,132.0,146.0,49.0,66.0,0.0,1.0,16.0,1.0,0.0,25.0,2.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,1.0,0.0,34.0,18.0,11.0,429.0,34.0,168.0,248.0,15.0,0.0,429.0,6.0,5.0,1.0,289.0,1447.0,811.0,7.0,6.0,0.0,2.0,2.0,322.0,2.0,4.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,4.0,29.0,1.0
Kylian Mbappé,19.0,1998.0,FW,France,7.0,6.0,532.0,4.0,8.0,7.0,12.5,0.0,0.0,0.0,125.0,168.0,1555.0,362.0,81.0,100.0,24.0,32.0,6.0,11.0,0.0,9.0,7.0,5.0,1.0,11.0,2.0,0.0,0.0,1.0,14.0,1.0,11.0,1.0,0.0,0.0,23.0,2.0,5.0,252.0,2.0,31.0,99.0,129.0,28.0,252.0,53.0,32.0,21.0,183.0,1155.0,627.0,23.0,15.0,6.0,21.0,14.0,190.0,47.0,6.0,6.0,4.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0
Kári Árnason,35.0,1982.0,DF,Iceland,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45.0,620.0,390.0,7.0,11.0,12.0,18.0,6.0,15.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,13.0,68.0,11.0,35.0,22.0,12.0,4.0,68.0,0.0,0.0,0.0,28.0,142.0,101.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,4.0,3.0,4.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,13.0,0.0
Lamine Gassama,28.0,1989.0,DF,Senegal,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,502.0,330.0,14.0,14.0,10.0,10.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,3.0,43.0,2.0,18.0,23.0,4.0,0.0,43.0,3.0,2.0,1.0,18.0,89.0,30.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
Lasse Schöne,32.0,1986.0,MF,Denmark,3.0,1.0,221.0,0.0,4.0,1.0,28.3,0.0,0.0,0.0,106.0,126.0,1678.0,516.0,55.0,60.0,44.0,54.0,5.0,7.0,0.0,0.0,12.0,1.0,0.0,17.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,19.0,4.0,3.0,152.0,6.0,15.0,120.0,17.0,1.0,152.0,1.0,0.0,1.0,97.0,413.0,163.0,0.0,1.0,0.0,3.0,1.0,97.0,3.0,4.0,3.0,0.0,4.0,0.0,2.0,5.0,3.0,2.0,1.0,1.0,5.0,6.0,0.0
Leander Dendoncker,23.0,1995.0,DF,Belgium,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,71.0,1143.0,276.0,23.0,24.0,40.0,40.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,77.0,3.0,42.0,33.0,2.0,0.0,77.0,0.0,0.0,0.0,58.0,251.0,164.0,1.0,0.0,0.0,0.0,1.0,63.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0
Lee Jae-sung,25.0,1992.0,MF,Korea,3.0,3.0,270.0,0.0,6.0,1.0,21.3,0.0,0.0,0.0,96.0,116.0,1361.0,363.0,59.0,61.0,20.0,24.0,8.0,11.0,1.0,5.0,6.0,3.0,0.0,9.0,1.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,0.0,0.0,14.0,5.0,5.0,159.0,8.0,42.0,65.0,53.0,5.0,159.0,10.0,5.0,5.0,85.0,447.0,206.0,8.0,4.0,3.0,4.0,5.0,100.0,6.0,6.0,4.0,4.0,2.0,0.0,2.0,11.0,9.0,2.0,1.0,1.0,9.0,3.0,0.0
Lee Seung-woo,20.0,1998.0,MF,Korea,2.0,0.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,248.0,63.0,9.0,13.0,6.0,10.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,32.0,0.0,3.0,17.0,12.0,1.0,32.0,3.0,1.0,2.0,23.0,136.0,61.0,1.0,2.0,0.0,0.0,1.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Lee Yong,31.0,1986.0,DF,Korea,3.0,3.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,127.0,1174.0,527.0,55.0,64.0,28.0,37.0,1.0,19.0,0.0,2.0,7.0,2.0,2.0,6.0,1.0,0.0,0.0,6.0,5.0,0.0,6.0,0.0,0.0,0.0,18.0,3.0,3.0,160.0,16.0,61.0,63.0,38.0,1.0,160.0,3.0,2.0,1.0,60.0,277.0,130.0,4.0,4.0,0.0,0.0,1.0,75.0,12.0,9.0,9.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0
Leon Balogun,29.0,1988.0,DF,Nigeria,3.0,3.0,270.0,0.0,4.0,2.0,12.0,0.0,0.0,0.0,92.0,128.0,1527.0,564.0,41.0,47.0,44.0,58.0,5.0,16.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,8.0,3.0,152.0,7.0,60.0,84.0,11.0,5.0,152.0,1.0,1.0,0.0,61.0,304.0,154.0,2.0,1.0,0.0,2.0,1.0,96.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,9.0,6.0,0.0
Leon Goretzka,23.0,1995.0,FW,Germany,1.0,1.0,62.0,0.0,2.0,1.0,8.8,0.0,0.0,0.0,20.0,23.0,328.0,62.0,10.0,10.0,8.0,8.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,30.0,0.0,1.0,11.0,18.0,5.0,30.0,1.0,1.0,0.0,17.0,126.0,41.0,2.0,0.0,1.0,1.0,0.0,24.0,8.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lionel Messi,30.0,1987.0,MF,Argentina,4.0,4.0,360.0,1.0,17.0,5.0,22.9,5.0,0.0,1.0,170.0,214.0,2388.0,745.0,105.0,119.0,50.0,60.0,8.0,17.0,2.0,10.0,24.0,10.0,0.0,37.0,1.0,0.0,0.0,4.0,16.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,5.0,268.0,0.0,5.0,113.0,157.0,15.0,267.0,32.0,23.0,9.0,219.0,1533.0,733.0,20.0,23.0,7.0,9.0,16.0,218.0,28.0,5.0,4.0,2.0,2.0,1.0,1.0,7.0,6.0,7.0,0.0,7.0,1.0,0.0,0.0
Lucas Biglia,32.0,1986.0,MF,Argentina,1.0,1.0,53.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,53.0,674.0,147.0,33.0,36.0,13.0,15.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,57.0,0.0,3.0,44.0,10.0,1.0,57.0,0.0,0.0,0.0,45.0,178.0,85.0,0.0,0.0,0.0,1.0,1.0,50.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Hernández,22.0,1996.0,DF,France,7.0,7.0,589.0,0.0,5.0,1.0,18.8,0.0,0.0,0.0,227.0,284.0,2720.0,1009.0,149.0,161.0,50.0,77.0,6.0,15.0,2.0,4.0,11.0,7.0,2.0,15.0,2.0,0.0,0.0,8.0,15.0,0.0,10.0,0.0,0.0,0.0,23.0,11.0,5.0,368.0,23.0,111.0,157.0,105.0,6.0,368.0,12.0,6.0,6.0,188.0,947.0,505.0,11.0,18.0,2.0,4.0,8.0,197.0,36.0,16.0,7.0,11.0,4.0,1.0,8.0,15.0,7.0,5.0,1.0,4.0,4.0,25.0,0.0
Lucas Torreira,22.0,1996.0,MF,Uruguay,5.0,3.0,306.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,127.0,158.0,2319.0,702.0,51.0,61.0,50.0,58.0,18.0,29.0,0.0,3.0,9.0,2.0,0.0,10.0,0.0,0.0,0.0,4.0,6.0,0.0,10.0,0.0,0.0,0.0,19.0,5.0,3.0,208.0,11.0,58.0,123.0,28.0,0.0,208.0,2.0,1.0,1.0,99.0,398.0,122.0,1.0,1.0,0.0,5.0,7.0,103.0,2.0,6.0,3.0,2.0,4.0,0.0,3.0,10.0,7.0,8.0,6.0,2.0,12.0,11.0,0.0
Lucas Vázquez,26.0,1991.0,MF,Spain,2.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,41.0,340.0,83.0,22.0,27.0,5.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,51.0,2.0,7.0,8.0,36.0,2.0,51.0,1.0,1.0,0.0,44.0,139.0,63.0,1.0,1.0,0.0,2.0,2.0,45.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0
Ludwig Augustinsson,24.0,1994.0,DF,Sweden,5.0,5.0,450.0,1.0,3.0,1.0,15.9,1.0,0.0,0.0,109.0,182.0,1931.0,800.0,57.0,68.0,35.0,61.0,16.0,41.0,0.0,4.0,5.0,4.0,3.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,27.0,0.0,0.0,0.0,17.0,6.0,8.0,221.0,17.0,78.0,85.0,59.0,2.0,221.0,3.0,1.0,2.0,84.0,413.0,195.0,10.0,2.0,1.0,2.0,3.0,104.0,19.0,7.0,4.0,7.0,0.0,0.0,7.0,10.0,3.0,6.0,2.0,4.0,1.0,16.0,0.0
Luis Advíncula,28.0,1990.0,DF,Peru,3.0,3.0,270.0,0.0,3.0,1.0,26.4,0.0,0.0,0.0,132.0,153.0,2227.0,862.0,67.0,71.0,53.0,57.0,11.0,21.0,0.0,1.0,14.0,1.0,0.0,12.0,0.0,0.0,0.0,2.0,8.0,0.0,3.0,0.0,0.0,0.0,15.0,1.0,0.0,186.0,11.0,52.0,91.0,43.0,4.0,186.0,2.0,2.0,0.0,96.0,425.0,297.0,8.0,5.0,1.0,2.0,2.0,115.0,15.0,10.0,7.0,7.0,2.0,1.0,6.0,6.0,0.0,2.0,2.0,0.0,3.0,10.0,0.0
Luis Muriel,27.0,1991.0,FW,Colombia,2.0,0.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,32.0,220.0,44.0,11.0,17.0,5.0,7.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,47.0,0.0,9.0,22.0,17.0,3.0,47.0,3.0,1.0,2.0,25.0,183.0,45.0,2.0,2.0,0.0,3.0,1.0,32.0,6.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
Luis Ovalle,29.0,1988.0,DF,Panama,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,425.0,271.0,14.0,18.0,12.0,17.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,50.0,6.0,20.0,25.0,6.0,0.0,50.0,0.0,0.0,0.0,8.0,21.0,9.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0
Luis Suárez,31.0,1987.0,FW,Uruguay,5.0,5.0,450.0,2.0,12.0,5.0,19.8,4.0,0.0,0.0,88.0,138.0,1462.0,288.0,54.0,76.0,20.0,35.0,13.0,19.0,1.0,7.0,5.0,7.0,2.0,14.0,0.0,0.0,0.0,5.0,11.0,1.0,5.0,0.0,0.0,0.0,12.0,5.0,4.0,199.0,7.0,15.0,70.0,117.0,18.0,199.0,12.0,4.0,7.0,114.0,500.0,253.0,9.0,10.0,4.0,15.0,13.0,151.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,5.0,0.0
Luis Tejada,36.0,1982.0,FW,Panama,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,245.0,56.0,9.0,11.0,7.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,28.0,0.0,0.0,17.0,11.0,2.0,28.0,1.0,0.0,1.0,15.0,27.0,4.0,0.0,0.0,0.0,4.0,2.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Jović,20.0,1997.0,FW,Serbia,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Milivojević,27.0,1991.0,MF,Serbia,2.0,2.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,90.0,1563.0,530.0,22.0,25.0,44.0,48.0,9.0,12.0,0.0,1.0,14.0,1.0,1.0,17.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,103.0,4.0,21.0,76.0,8.0,0.0,103.0,0.0,0.0,0.0,47.0,324.0,188.0,3.0,2.0,0.0,1.0,2.0,67.0,0.0,5.0,3.0,2.0,3.0,0.0,3.0,6.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0
Luka Modrić,32.0,1985.0,MF,Croatia,7.0,7.0,691.0,2.0,9.0,2.0,28.6,0.0,1.0,2.0,433.0,529.0,7784.0,2585.0,199.0,214.0,151.0,180.0,65.0,99.0,1.0,18.0,60.0,3.0,0.0,78.0,0.0,0.0,0.0,12.0,12.0,0.0,40.0,0.0,0.0,0.0,56.0,8.0,11.0,581.0,5.0,54.0,372.0,162.0,9.0,579.0,19.0,15.0,4.0,378.0,2454.0,1342.0,29.0,19.0,2.0,9.0,10.0,414.0,19.0,11.0,6.0,4.0,3.0,4.0,6.0,12.0,6.0,3.0,0.0,3.0,9.0,3.0,0.0
Lukas Lerager,24.0,1993.0,MF,Denmark,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M'Baye Niang,23.0,1994.0,FW,Senegal,3.0,3.0,244.0,1.0,8.0,5.0,18.5,0.0,0.0,0.0,55.0,82.0,1069.0,219.0,26.0,33.0,19.0,30.0,9.0,16.0,1.0,6.0,6.0,1.0,0.0,8.0,2.0,0.0,0.0,6.0,4.0,2.0,12.0,0.0,0.0,0.0,11.0,6.0,15.0,118.0,3.0,6.0,51.0,62.0,12.0,118.0,4.0,2.0,2.0,68.0,412.0,172.0,5.0,5.0,1.0,9.0,0.0,77.0,16.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0
M'barek Boussoufa,33.0,1984.0,MF,Morocco,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,136.0,1685.0,359.0,60.0,66.0,29.0,34.0,13.0,22.0,0.0,3.0,4.0,3.0,2.0,7.0,1.0,0.0,0.0,5.0,9.0,0.0,7.0,0.0,0.0,0.0,13.0,2.0,4.0,155.0,0.0,16.0,101.0,38.0,5.0,155.0,3.0,2.0,1.0,81.0,378.0,163.0,3.0,3.0,0.0,3.0,5.0,118.0,9.0,7.0,5.0,3.0,4.0,0.0,1.0,6.0,5.0,3.0,0.0,3.0,3.0,1.0,0.0
Maciej Rybus,28.0,1989.0,MF,Poland,2.0,2.0,180.0,0.0,1.0,1.0,11.8,0.0,0.0,0.0,61.0,74.0,1089.0,260.0,22.0,26.0,32.0,33.0,6.0,12.0,0.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,15.0,3.0,2.0,100.0,8.0,25.0,48.0,29.0,3.0,100.0,2.0,1.0,1.0,36.0,178.0,56.0,0.0,0.0,0.0,4.0,2.0,45.0,13.0,3.0,3.0,1.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,4.0,12.0,0.0
Majid Hosseini,21.0,1996.0,DF,IR,3.0,2.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,38.0,665.0,268.0,9.0,10.0,11.0,12.0,8.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,52.0,9.0,33.0,19.0,0.0,0.0,52.0,1.0,1.0,0.0,25.0,147.0,53.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,8.0,0.0
Makoto Hasebe,34.0,1984.0,MF,Japan,4.0,3.0,279.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,194.0,220.0,3069.0,599.0,92.0,100.0,73.0,80.0,15.0,21.0,0.0,1.0,12.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,8.0,244.0,10.0,47.0,181.0,17.0,0.0,244.0,1.0,1.0,0.0,130.0,599.0,370.0,2.0,1.0,0.0,2.0,1.0,173.0,2.0,4.0,3.0,4.0,0.0,0.0,2.0,6.0,4.0,6.0,1.0,5.0,3.0,5.0,0.0
Mame Biram Diouf,30.0,1987.0,FW,Senegal,2.0,1.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,82.0,42.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,16.0,0.0,0.0,5.0,11.0,4.0,16.0,0.0,0.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,4.0,2.0,10.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Manuel Akanji,22.0,1995.0,DF,Switzerland,4.0,4.0,360.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,274.0,309.0,5101.0,1797.0,102.0,112.0,140.0,152.0,29.0,37.0,0.0,0.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,25.0,10.0,7.0,343.0,27.0,162.0,173.0,12.0,1.0,343.0,2.0,2.0,0.0,264.0,1679.0,1032.0,8.0,5.0,0.0,1.0,1.0,260.0,0.0,10.0,8.0,5.0,4.0,1.0,4.0,7.0,3.0,4.0,2.0,2.0,6.0,11.0,0.0
Manuel Fernandes,32.0,1986.0,MF,Portugal,1.0,0.0,6.0,0.0,2.0,1.0,31.2,0.0,0.0,0.0,8.0,10.0,162.0,74.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,6.0,7.0,0.0,13.0,1.0,1.0,0.0,11.0,84.0,64.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel da Costa,32.0,1986.0,DF,Morocco,3.0,2.0,189.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,62.0,85.0,1324.0,633.0,24.0,29.0,27.0,33.0,10.0,20.0,0.0,0.0,9.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,2.0,107.0,12.0,60.0,47.0,2.0,1.0,107.0,0.0,0.0,0.0,38.0,264.0,136.0,2.0,0.0,0.0,2.0,0.0,59.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,7.0,0.0
Marcelo,30.0,1988.0,DF,Brazil,4.0,4.0,279.0,0.0,5.0,2.0,24.4,0.0,0.0,0.0,252.0,304.0,3717.0,1386.0,146.0,161.0,80.0,102.0,17.0,25.0,0.0,9.0,30.0,11.0,3.0,38.0,0.0,0.0,0.0,1.0,3.0,0.0,19.0,0.0,0.0,0.0,35.0,4.0,3.0,333.0,9.0,68.0,161.0,106.0,8.0,333.0,5.0,4.0,1.0,236.0,1190.0,818.0,19.0,7.0,4.0,2.0,2.0,246.0,46.0,5.0,4.0,4.0,1.0,0.0,3.0,5.0,2.0,6.0,0.0,6.0,6.0,6.0,0.0
