Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Takuma Asano,FW,Japan,27.0,1994.0,4.0,0.0,165.0,1.0,8.0,2.0,13.2,0.0,0.0,0.0,21.0,28.0,227.0,44.0,12.0,15.0,4.0,6.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,9.0,49.0,2.0,6.0,16.0,28.0,9.0,49.0,1.0,0.0,1.0,29.0,229.0,115.0,5.0,4.0,2.0,7.0,1.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Marco Asensio,FW,Spain,26.0,1996.0,4.0,3.0,229.0,1.0,10.0,2.0,20.1,0.0,0.0,0.0,89.0,119.0,1262.0,150.0,50.0,59.0,26.0,35.0,5.0,8.0,0.0,2.0,4.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,2.0,148.0,1.0,4.0,56.0,88.0,13.0,148.0,3.0,0.0,2.0,89.0,439.0,180.0,6.0,3.0,5.0,12.0,3.0,128.0,26.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ali Assadalla,MF,Qatar,29.0,1993.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,242.0,39.0,14.0,14.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,5.0,14.0,6.0,0.0,24.0,1.0,1.0,0.0,12.0,109.0,68.0,4.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Nathaniel Atkinson,DF,Australia,23.0,1999.0,1.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0,396.0,108.0,15.0,17.0,10.0,12.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,44.0,4.0,15.0,22.0,7.0,0.0,44.0,2.0,0.0,2.0,18.0,121.0,62.0,2.0,1.0,0.0,0.0,3.0,18.0,2.0,4.0,3.0,3.0,1.0,0.0,4.0,6.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0
Yahya Attiat Allah,DF,Morocco,27.0,1995.0,6.0,2.0,318.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,98.0,137.0,1593.0,728.0,46.0,54.0,41.0,56.0,9.0,18.0,1.0,5.0,4.0,4.0,4.0,9.0,0.0,0.0,0.0,8.0,3.0,0.0,8.0,0.0,0.0,0.0,21.0,0.0,7.0,169.0,16.0,77.0,66.0,27.0,5.0,169.0,2.0,0.0,0.0,93.0,526.0,367.0,7.0,2.0,0.0,2.0,2.0,85.0,12.0,4.0,2.0,3.0,1.0,0.0,3.0,7.0,4.0,4.0,0.0,4.0,0.0,15.0,0.0
André Ayew,MF,Ghana,32.0,1989.0,3.0,3.0,198.0,1.0,1.0,1.0,17.3,0.0,0.0,1.0,30.0,37.0,411.0,47.0,18.0,22.0,9.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,13.0,61.0,3.0,12.0,30.0,19.0,4.0,60.0,2.0,0.0,1.0,26.0,118.0,60.0,1.0,1.0,0.0,5.0,4.0,35.0,5.0,4.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0
Jordan Ayew,FW,Ghana,30.0,1991.0,3.0,2.0,136.0,0.0,1.0,1.0,21.2,0.0,0.0,0.0,35.0,46.0,521.0,104.0,19.0,19.0,11.0,16.0,2.0,6.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,5.0,67.0,1.0,9.0,34.0,26.0,0.0,67.0,7.0,1.0,4.0,38.0,281.0,133.0,4.0,2.0,0.0,5.0,4.0,42.0,6.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Sardar Azmoun,FW,IR,27.0,1995.0,3.0,2.0,126.0,0.0,5.0,3.0,13.9,0.0,0.0,0.0,18.0,30.0,225.0,85.0,8.0,14.0,7.0,8.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,40.0,1.0,5.0,17.0,18.0,8.0,40.0,1.0,0.0,1.0,19.0,106.0,50.0,3.0,1.0,1.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
César Azpilicueta,DF,Spain,32.0,1989.0,2.0,2.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,181.0,2877.0,704.0,71.0,74.0,86.0,90.0,11.0,12.0,1.0,4.0,13.0,3.0,2.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,186.0,1.0,26.0,136.0,27.0,0.0,186.0,0.0,0.0,0.0,106.0,442.0,295.0,4.0,5.0,0.0,1.0,1.0,150.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
Srđan Babić,DF,Serbia,26.0,1996.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,231.0,66.0,2.0,4.0,5.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,9.0,8.0,1.0,0.0,18.0,0.0,0.0,0.0,10.0,42.0,31.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
Keanu Baccus,MF,Australia,24.0,1998.0,4.0,1.0,114.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,479.0,142.0,11.0,16.0,9.0,12.0,4.0,9.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,57.0,0.0,18.0,30.0,9.0,0.0,57.0,1.0,0.0,0.0,31.0,167.0,85.0,3.0,3.0,0.0,2.0,2.0,31.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,5.0,2.0,1.0,0.0
Alexander Bah,DF,Denmark,24.0,1997.0,2.0,0.0,46.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,53.0,580.0,150.0,15.0,18.0,19.0,23.0,1.0,9.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,65.0,1.0,22.0,19.0,24.0,3.0,65.0,2.0,0.0,1.0,39.0,147.0,81.0,3.0,2.0,1.0,0.0,0.0,36.0,7.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0
Hattan Bahebri,MF,Saudi,29.0,1992.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,31.0,7.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,2.0,3.0,2.0,1.0,7.0,0.0,0.0,0.0,4.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Balde,DF,Spain,18.0,2003.0,4.0,1.0,126.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112.0,123.0,1890.0,293.0,49.0,56.0,55.0,57.0,7.0,9.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,2.0,135.0,0.0,17.0,86.0,33.0,3.0,135.0,2.0,0.0,0.0,78.0,329.0,164.0,5.0,2.0,1.0,2.0,3.0,109.0,12.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
Gareth Bale,FW,Wales,32.0,1989.0,3.0,3.0,225.0,1.0,1.0,1.0,46.6,0.0,1.0,1.0,33.0,53.0,545.0,137.0,12.0,17.0,13.0,18.0,3.0,9.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0,9.0,4.0,7.0,68.0,2.0,13.0,30.0,26.0,2.0,67.0,3.0,1.0,1.0,38.0,166.0,39.0,1.0,3.0,0.0,4.0,4.0,51.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
Fodé Ballo-Touré,DF,Senegal,25.0,1997.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,100.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,7.0,2.0,1.0,10.0,1.0,0.0,0.0,6.0,44.0,8.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Badr Banoun,DF,Morocco,28.0,1993.0,3.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,400.0,110.0,7.0,7.0,11.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,28.0,5.0,20.0,8.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,129.0,82.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
Borna Barišić,DF,Croatia,29.0,1992.0,1.0,1.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,69.0,818.0,290.0,23.0,26.0,19.0,27.0,5.0,11.0,0.0,1.0,2.0,4.0,3.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,11.0,0.0,0.0,0.0,3.0,6.0,2.0,82.0,5.0,22.0,42.0,19.0,2.0,82.0,0.0,0.0,0.0,39.0,161.0,88.0,2.0,3.0,0.0,1.0,0.0,44.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
Christian Bassogog,MF,Cameroon,26.0,1995.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,67.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,1.0,2.0,11.0,3.0,14.0,4.0,2.0,2.0,8.0,108.0,82.0,4.0,0.0,2.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Michy Batshuayi,FW,Belgium,28.0,1993.0,2.0,2.0,151.0,1.0,6.0,2.0,15.4,0.0,0.0,0.0,16.0,24.0,223.0,27.0,11.0,16.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,42.0,0.0,0.0,25.0,17.0,6.0,42.0,3.0,1.0,2.0,25.0,103.0,9.0,0.0,0.0,0.0,5.0,4.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Jan Bednarek,DF,Poland,26.0,1996.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,102.0,53.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aziz Behich,DF,Australia,31.0,1990.0,4.0,4.0,360.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,152.0,203.0,2271.0,527.0,81.0,91.0,58.0,70.0,6.0,27.0,0.0,0.0,6.0,2.0,0.0,6.0,1.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,22.0,2.0,2.0,251.0,16.0,90.0,112.0,53.0,5.0,251.0,14.0,8.0,5.0,132.0,715.0,329.0,7.0,3.0,2.0,5.0,5.0,141.0,5.0,8.0,3.0,5.0,3.0,0.0,5.0,6.0,1.0,6.0,2.0,4.0,3.0,12.0,0.0
Jude Bellingham,MF,England,18.0,2003.0,5.0,5.0,414.0,1.0,5.0,3.0,12.4,0.0,0.0,0.0,235.0,265.0,3972.0,726.0,111.0,121.0,101.0,109.0,20.0,24.0,1.0,4.0,18.0,4.0,0.0,22.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,31.0,6.0,9.0,324.0,2.0,44.0,202.0,83.0,15.0,324.0,13.0,6.0,7.0,217.0,1011.0,407.0,9.0,8.0,3.0,8.0,6.0,234.0,30.0,16.0,15.0,5.0,6.0,5.0,5.0,6.0,1.0,10.0,0.0,10.0,5.0,0.0,0.0
Anis Ben Slimane,MF,Tunisia,21.0,2001.0,2.0,2.0,148.0,0.0,1.0,1.0,9.6,0.0,0.0,0.0,29.0,46.0,469.0,134.0,17.0,22.0,10.0,13.0,2.0,7.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,5.0,3.0,72.0,1.0,11.0,22.0,40.0,5.0,72.0,1.0,0.0,1.0,36.0,161.0,15.0,0.0,2.0,0.0,8.0,11.0,48.0,11.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0
Jewison Bennette,MF,Costa,17.0,2004.0,3.0,1.0,103.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,179.0,41.0,6.0,6.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,30.0,1.0,7.0,9.0,14.0,2.0,30.0,4.0,1.0,3.0,25.0,242.0,121.0,3.0,3.0,0.0,5.0,1.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
Rodrigo Bentancur,MF,Uruguay,24.0,1997.0,3.0,3.0,213.0,0.0,3.0,1.0,15.8,0.0,0.0,0.0,136.0,160.0,2417.0,762.0,62.0,70.0,56.0,66.0,14.0,17.0,0.0,2.0,16.0,1.0,1.0,14.0,1.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,35.0,6.0,3.0,195.0,7.0,51.0,126.0,25.0,2.0,195.0,6.0,3.0,2.0,133.0,671.0,333.0,3.0,5.0,1.0,6.0,3.0,119.0,2.0,9.0,8.0,4.0,4.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,7.0,5.0,0.0
Bartosz Bereszyński,DF,Poland,29.0,1992.0,4.0,4.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,156.0,1828.0,659.0,64.0,73.0,44.0,53.0,8.0,17.0,0.0,0.0,2.0,3.0,0.0,8.0,1.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,15.0,4.0,2.0,200.0,18.0,72.0,92.0,38.0,3.0,200.0,7.0,1.0,6.0,80.0,356.0,137.0,7.0,3.0,3.0,4.0,3.0,88.0,8.0,6.0,2.0,6.0,0.0,0.0,3.0,6.0,3.0,4.0,1.0,3.0,2.0,17.0,0.0
Steven Berghuis,MF,Netherlands,30.0,1991.0,4.0,1.0,200.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,97.0,131.0,1789.0,507.0,41.0,51.0,33.0,44.0,17.0,24.0,1.0,2.0,17.0,2.0,1.0,15.0,1.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,1.0,2.0,145.0,0.0,10.0,85.0,51.0,2.0,145.0,4.0,1.0,3.0,107.0,568.0,219.0,6.0,6.0,0.0,1.0,1.0,111.0,11.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Steven Bergwijn,FW,Netherlands,24.0,1997.0,4.0,3.0,213.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,72.0,679.0,79.0,46.0,51.0,10.0,11.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,86.0,0.0,5.0,45.0,37.0,5.0,86.0,4.0,1.0,2.0,58.0,220.0,82.0,2.0,6.0,0.0,4.0,2.0,74.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
Krystian Bielik,MF,Poland,24.0,1998.0,4.0,2.0,216.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0,99.0,1621.0,440.0,35.0,38.0,37.0,38.0,12.0,17.0,0.0,0.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,10.0,6.0,4.0,130.0,13.0,44.0,77.0,10.0,2.0,130.0,3.0,1.0,2.0,63.0,331.0,149.0,1.0,1.0,0.0,1.0,3.0,76.0,0.0,5.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,5.0,6.0,0.0
Daley Blind,DF,Netherlands,32.0,1990.0,5.0,5.0,423.0,1.0,5.0,2.0,12.3,0.0,0.0,0.0,252.0,300.0,4293.0,1503.0,132.0,153.0,91.0,102.0,26.0,40.0,1.0,2.0,25.0,4.0,2.0,18.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,24.0,5.0,7.0,341.0,6.0,65.0,190.0,87.0,10.0,341.0,2.0,1.0,1.0,196.0,624.0,289.0,2.0,10.0,0.0,2.0,1.0,231.0,20.0,14.0,9.0,6.0,5.0,3.0,6.0,9.0,3.0,6.0,1.0,5.0,5.0,4.0,0.0
Celso Borges,MF,Costa,34.0,1988.0,3.0,3.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,120.0,1587.0,676.0,48.0,56.0,38.0,45.0,7.0,11.0,0.0,1.0,11.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,6.0,0.0,144.0,15.0,56.0,84.0,6.0,0.0,144.0,2.0,2.0,0.0,69.0,263.0,104.0,0.0,0.0,0.0,2.0,0.0,83.0,1.0,5.0,1.0,2.0,3.0,0.0,2.0,5.0,3.0,8.0,3.0,5.0,4.0,7.0,0.0
Karim Boudiaf,MF,Qatar,31.0,1990.0,3.0,2.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,106.0,1555.0,406.0,43.0,49.0,37.0,42.0,10.0,11.0,0.0,0.0,9.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,7.0,121.0,4.0,25.0,90.0,7.0,2.0,121.0,3.0,1.0,2.0,76.0,369.0,126.0,1.0,1.0,0.0,4.0,2.0,83.0,6.0,2.0,1.0,0.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
Sofiane Boufal,FW,Morocco,28.0,1993.0,7.0,7.0,475.0,0.0,7.0,1.0,21.0,0.0,0.0,0.0,99.0,133.0,1645.0,469.0,58.0,71.0,25.0,36.0,12.0,17.0,0.0,4.0,10.0,6.0,2.0,18.0,1.0,0.0,0.0,11.0,14.0,2.0,7.0,0.0,0.0,0.0,20.0,3.0,7.0,200.0,3.0,29.0,95.0,78.0,11.0,200.0,27.0,14.0,10.0,138.0,942.0,563.0,21.0,18.0,3.0,14.0,5.0,144.0,26.0,11.0,5.0,7.0,4.0,0.0,3.0,6.0,3.0,9.0,0.0,9.0,2.0,1.0,0.0
Martin Braithwaite,FW,Denmark,31.0,1991.0,2.0,1.0,103.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,207.0,32.0,6.0,7.0,5.0,5.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,24.0,0.0,1.0,10.0,13.0,3.0,24.0,2.0,1.0,1.0,16.0,63.0,8.0,1.0,0.0,1.0,2.0,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Al-Breik,DF,Saudi,29.0,1992.0,2.0,1.0,65.0,0.0,2.0,1.0,20.4,0.0,0.0,0.0,39.0,48.0,627.0,254.0,22.0,25.0,13.0,14.0,3.0,8.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,56.0,3.0,15.0,22.0,20.0,2.0,56.0,0.0,0.0,0.0,35.0,180.0,69.0,1.0,1.0,0.0,1.0,0.0,38.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0
Gleison Bremer,DF,Brazil,25.0,1997.0,2.0,1.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,84.0,1445.0,438.0,20.0,22.0,55.0,57.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,95.0,12.0,56.0,36.0,4.0,1.0,95.0,0.0,0.0,0.0,71.0,310.0,147.0,0.0,0.0,0.0,1.0,0.0,69.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0
Dylan Bronn,DF,Tunisia,26.0,1995.0,2.0,2.0,162.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,98.0,1441.0,393.0,20.0,23.0,47.0,54.0,8.0,19.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,106.0,2.0,41.0,54.0,12.0,1.0,106.0,0.0,0.0,0.0,47.0,164.0,87.0,0.0,2.0,0.0,0.0,2.0,70.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Marcelo Brozović,MF,Croatia,29.0,1992.0,6.0,6.0,552.0,0.0,4.0,2.0,17.4,0.0,0.0,0.0,466.0,530.0,7429.0,1726.0,253.0,279.0,151.0,167.0,48.0,54.0,0.0,5.0,31.0,1.0,0.0,42.0,1.0,0.0,0.0,12.0,11.0,0.0,4.0,0.0,0.0,0.0,45.0,6.0,4.0,594.0,25.0,138.0,385.0,76.0,3.0,594.0,8.0,3.0,3.0,386.0,1948.0,799.0,11.0,14.0,0.0,5.0,8.0,449.0,18.0,13.0,7.0,8.0,2.0,3.0,3.0,10.0,7.0,13.0,7.0,6.0,4.0,7.0,0.0
Tajon Buchanan,MF,Canada,23.0,1999.0,3.0,3.0,260.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,61.0,89.0,806.0,261.0,40.0,47.0,18.0,27.0,1.0,8.0,1.0,4.0,5.0,4.0,2.0,10.0,1.0,0.0,0.0,6.0,6.0,2.0,8.0,0.0,0.0,0.0,14.0,1.0,2.0,130.0,3.0,19.0,42.0,72.0,8.0,130.0,25.0,7.0,12.0,84.0,829.0,488.0,11.0,10.0,1.0,8.0,7.0,95.0,27.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0
Ante Budimir,FW,Croatia,30.0,1991.0,2.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,1.0,1.0,5.0,6.0,2.0,12.0,0.0,0.0,0.0,4.0,15.0,10.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Osman Bukari,MF,Ghana,23.0,1998.0,2.0,0.0,59.0,1.0,3.0,1.0,17.6,0.0,0.0,0.0,14.0,20.0,169.0,30.0,10.0,12.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,30.0,0.0,1.0,10.0,19.0,4.0,30.0,2.0,0.0,2.0,18.0,111.0,60.0,2.0,1.0,1.0,1.0,1.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
