Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Famara Diedhiou,FW,Senegal,29.0,1992.0,2.0,1.0,92.0,1.0,3.0,1.0,9.1,0.0,0.0,0.0,10.0,14.0,145.0,17.0,5.0,8.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,25.0,3.0,4.0,9.0,12.0,6.0,25.0,1.0,0.0,1.0,15.0,40.0,10.0,0.0,0.0,0.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Bamba Dieng,FW,Senegal,22.0,2000.0,4.0,0.0,100.0,1.0,4.0,1.0,16.3,1.0,0.0,0.0,9.0,16.0,83.0,1.0,8.0,10.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,8.0,33.0,0.0,2.0,17.0,14.0,3.0,33.0,2.0,0.0,1.0,21.0,48.0,14.0,0.0,0.0,0.0,4.0,4.0,22.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Eric Dier,DF,England,28.0,1994.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,41.0,744.0,318.0,13.0,13.0,24.0,24.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,44.0,2.0,22.0,23.0,0.0,0.0,44.0,0.0,0.0,0.0,35.0,111.0,49.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Disasi,DF,France,24.0,1998.0,3.0,1.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,78.0,918.0,302.0,30.0,36.0,24.0,30.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,91.0,4.0,19.0,48.0,25.0,2.0,91.0,2.0,1.0,1.0,37.0,207.0,58.0,1.0,4.0,0.0,0.0,1.0,50.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0
Alexander Djiku,DF,Ghana,27.0,1994.0,2.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,381.0,180.0,7.0,7.0,12.0,14.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,43.0,15.0,33.0,10.0,0.0,0.0,43.0,0.0,0.0,0.0,17.0,76.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0
Ritsu Doan,FW,Japan,23.0,1998.0,4.0,2.0,217.0,2.0,4.0,3.0,20.1,0.0,0.0,0.0,36.0,56.0,625.0,195.0,22.0,28.0,7.0,11.0,6.0,10.0,0.0,3.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,3.0,4.0,0.0,9.0,0.0,0.0,0.0,11.0,1.0,4.0,94.0,3.0,14.0,37.0,43.0,6.0,94.0,8.0,4.0,3.0,48.0,250.0,96.0,1.0,1.0,1.0,7.0,3.0,50.0,6.0,6.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,0.0
Jeremy Doku,MF,Belgium,20.0,2002.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,116.0,6.0,5.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,7.0,10.0,2.0,17.0,4.0,2.0,1.0,12.0,185.0,96.0,4.0,2.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasper Dolberg,FW,Denmark,24.0,1997.0,3.0,1.0,114.0,0.0,3.0,1.0,8.6,0.0,0.0,0.0,15.0,18.0,186.0,38.0,8.0,11.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,35.0,1.0,4.0,12.0,19.0,4.0,35.0,3.0,1.0,2.0,28.0,167.0,34.0,0.0,4.0,0.0,9.0,4.0,28.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Mohamed Dräger,DF,Tunisia,25.0,1996.0,2.0,2.0,132.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,50.0,678.0,265.0,12.0,16.0,19.0,23.0,5.0,9.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,4.0,25.0,29.0,21.0,4.0,74.0,2.0,1.0,1.0,24.0,107.0,63.0,0.0,0.0,0.0,5.0,0.0,34.0,9.0,5.0,3.0,3.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Óscar Duarte,DF,Costa,33.0,1989.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,98.0,1500.0,529.0,18.0,22.0,38.0,45.0,11.0,27.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,3.0,132.0,29.0,93.0,35.0,4.0,1.0,132.0,0.0,0.0,0.0,62.0,276.0,94.0,0.0,1.0,0.0,1.0,0.0,70.0,0.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,2.0,6.0,15.0,0.0
Mitchell Duke,FW,Australia,31.0,1991.0,4.0,4.0,270.0,1.0,7.0,4.0,17.6,0.0,0.0,0.0,36.0,63.0,448.0,117.0,23.0,33.0,7.0,16.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,11.0,11.0,12.0,97.0,0.0,11.0,47.0,41.0,11.0,97.0,2.0,1.0,1.0,46.0,191.0,57.0,1.0,4.0,0.0,11.0,1.0,62.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,1.0,0.0
Denzel Dumfries,DF,Netherlands,26.0,1996.0,5.0,5.0,479.0,1.0,1.0,1.0,8.7,0.0,0.0,0.0,149.0,217.0,2270.0,742.0,83.0,101.0,59.0,82.0,5.0,22.0,2.0,2.0,7.0,6.0,0.0,14.0,2.0,1.0,1.0,17.0,7.0,2.0,8.0,0.0,1.0,0.0,16.0,9.0,10.0,281.0,7.0,54.0,135.0,93.0,12.0,281.0,8.0,0.0,6.0,164.0,791.0,286.0,12.0,4.0,4.0,13.0,7.0,170.0,37.0,8.0,5.0,7.0,1.0,0.0,5.0,6.0,1.0,5.0,1.0,4.0,7.0,6.0,0.0
Paulo Dybala,FW,Argentina,28.0,1993.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,100.0,35.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,20.0,1.0,1.0,12.0,7.0,1.0,20.0,2.0,1.0,1.0,9.0,21.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,4.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Enzo Ebosse,DF,Cameroon,23.0,1999.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,38.0,780.0,283.0,7.0,7.0,18.0,20.0,8.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,49.0,9.0,28.0,21.0,1.0,0.0,49.0,0.0,0.0,0.0,24.0,160.0,87.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
Jorge Eduardo Sánchez,DF,Mexico,24.0,1997.0,2.0,2.0,175.0,0.0,1.0,1.0,18.3,0.0,0.0,0.0,69.0,87.0,1119.0,484.0,36.0,39.0,27.0,37.0,6.0,8.0,0.0,0.0,4.0,1.0,0.0,14.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,3.0,2.0,115.0,6.0,33.0,48.0,34.0,4.0,115.0,4.0,1.0,3.0,52.0,174.0,61.0,1.0,1.0,1.0,4.0,4.0,55.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,8.0,0.0
Nico Elvedi,DF,Switzerland,25.0,1996.0,2.0,2.0,180.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,131.0,142.0,2283.0,673.0,56.0,60.0,68.0,70.0,6.0,8.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,3.0,165.0,26.0,93.0,69.0,3.0,1.0,165.0,0.0,0.0,0.0,90.0,671.0,489.0,5.0,1.0,0.0,1.0,0.0,114.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,13.0,0.0
Breel Embolo,FW,Switzerland,25.0,1997.0,4.0,4.0,323.0,2.0,6.0,3.0,10.5,0.0,0.0,0.0,46.0,62.0,672.0,66.0,22.0,29.0,19.0,23.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,91.0,3.0,4.0,44.0,44.0,10.0,91.0,6.0,2.0,3.0,52.0,408.0,201.0,8.0,7.0,1.0,10.0,10.0,76.0,19.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0
Youssef En-Nesyri,FW,Morocco,25.0,1997.0,7.0,7.0,542.0,2.0,9.0,3.0,9.1,0.0,0.0,0.0,50.0,81.0,646.0,119.0,26.0,37.0,14.0,23.0,3.0,6.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,21.0,14.0,129.0,13.0,37.0,62.0,30.0,13.0,129.0,8.0,5.0,3.0,50.0,157.0,44.0,2.0,2.0,2.0,9.0,1.0,71.0,14.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,5.0,1.0,11.0,0.0
Wataru Endo,MF,Japan,29.0,1993.0,4.0,3.0,304.0,0.0,6.0,1.0,25.5,0.0,0.0,0.0,155.0,192.0,2423.0,599.0,80.0,86.0,64.0,77.0,7.0,16.0,0.0,4.0,12.0,2.0,1.0,17.0,1.0,0.0,0.0,7.0,9.0,0.0,2.0,0.0,0.0,0.0,22.0,8.0,8.0,241.0,14.0,60.0,140.0,42.0,2.0,241.0,5.0,1.0,2.0,114.0,468.0,244.0,3.0,6.0,0.0,2.0,5.0,149.0,6.0,8.0,4.0,4.0,4.0,0.0,3.0,5.0,2.0,8.0,3.0,5.0,3.0,6.0,0.0
Christian Eriksen,MF,Denmark,30.0,1992.0,3.0,3.0,270.0,0.0,4.0,1.0,27.2,0.0,0.0,0.0,188.0,230.0,3621.0,1062.0,87.0,96.0,63.0,68.0,33.0,55.0,0.0,9.0,20.0,1.0,1.0,21.0,0.0,0.0,0.0,2.0,1.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,4.0,254.0,1.0,29.0,142.0,89.0,7.0,254.0,4.0,0.0,4.0,175.0,690.0,358.0,5.0,6.0,0.0,6.0,3.0,176.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0
Michael Estrada,FW,Ecuador,26.0,1996.0,3.0,3.0,225.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,50.0,480.0,138.0,13.0,22.0,11.0,16.0,3.0,4.0,0.0,1.0,6.0,2.0,0.0,9.0,0.0,0.0,0.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,5.0,13.0,14.0,71.0,1.0,2.0,46.0,23.0,7.0,71.0,3.0,2.0,1.0,27.0,109.0,30.0,1.0,0.0,0.0,6.0,2.0,59.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0
Pervis Estupiñán,DF,Ecuador,24.0,1998.0,3.0,3.0,270.0,0.0,1.0,1.0,14.4,0.0,0.0,0.0,148.0,190.0,2524.0,886.0,74.0,78.0,52.0,67.0,18.0,33.0,0.0,5.0,8.0,4.0,3.0,12.0,0.0,0.0,0.0,8.0,3.0,2.0,19.0,0.0,0.0,0.0,21.0,3.0,3.0,222.0,7.0,44.0,125.0,55.0,5.0,222.0,8.0,2.0,5.0,113.0,508.0,198.0,4.0,6.0,1.0,4.0,4.0,124.0,17.0,6.0,3.0,4.0,2.0,0.0,2.0,6.0,4.0,4.0,1.0,3.0,3.0,6.0,0.0
Stephen Eustáquio,MF,Canada,25.0,1996.0,2.0,2.0,125.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,83.0,93.0,1443.0,497.0,40.0,41.0,29.0,29.0,12.0,17.0,0.0,2.0,8.0,3.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,110.0,8.0,17.0,70.0,23.0,1.0,110.0,1.0,1.0,0.0,56.0,209.0,100.0,0.0,0.0,0.0,0.0,2.0,77.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0
Saeid Ezatolahi,MF,IR,25.0,1996.0,3.0,2.0,217.0,0.0,3.0,1.0,29.4,0.0,0.0,0.0,66.0,88.0,1382.0,474.0,26.0,30.0,25.0,34.0,14.0,22.0,0.0,2.0,7.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,17.0,6.0,4.0,116.0,6.0,33.0,67.0,20.0,1.0,116.0,1.0,0.0,0.0,59.0,310.0,145.0,2.0,4.0,0.0,5.0,0.0,62.0,1.0,6.0,1.0,1.0,3.0,2.0,2.0,8.0,6.0,3.0,0.0,3.0,2.0,4.0,0.0
Abdessamad Ezzalzouli,FW,Morocco,20.0,2001.0,3.0,0.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,118.0,38.0,8.0,9.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,40.0,2.0,17.0,9.0,16.0,5.0,40.0,2.0,1.0,1.0,21.0,150.0,35.0,1.0,4.0,0.0,9.0,1.0,18.0,6.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,3.0,0.0
Fabinho,MF,Brazil,28.0,1993.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,57.0,896.0,326.0,25.0,26.0,19.0,22.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,64.0,4.0,13.0,45.0,7.0,0.0,64.0,0.0,0.0,0.0,41.0,158.0,75.0,1.0,2.0,0.0,1.0,0.0,40.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Collins Fai,DF,Cameroon,29.0,1992.0,3.0,3.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,146.0,1688.0,811.0,53.0,62.0,34.0,48.0,9.0,29.0,0.0,2.0,14.0,1.0,1.0,11.0,2.0,0.0,0.0,4.0,4.0,0.0,13.0,0.0,0.0,0.0,21.0,1.0,1.0,169.0,8.0,49.0,85.0,38.0,0.0,169.0,2.0,0.0,1.0,86.0,445.0,203.0,5.0,1.0,0.0,1.0,0.0,86.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,6.0,3.0,2.0,0.0,2.0,4.0,7.0,0.0
Salman Al-Faraj,MF,Saudi,32.0,1989.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,174.0,65.0,8.0,8.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,12.0,7.0,0.0,20.0,0.0,0.0,0.0,11.0,27.0,4.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
Christian Fassnacht,FW,Switzerland,28.0,1993.0,1.0,0.0,8.0,0.0,1.0,1.0,14.8,0.0,0.0,0.0,7.0,10.0,89.0,17.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,2.0,4.0,8.0,1.0,12.0,2.0,2.0,0.0,4.0,37.0,18.0,2.0,1.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Abdul Fatawu Issahaku,FW,Ghana,18.0,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansu Fati,FW,Spain,19.0,2002.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,298.0,29.0,20.0,22.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,2.0,8.0,24.0,5.0,34.0,2.0,0.0,2.0,20.0,48.0,18.0,0.0,0.0,0.0,1.0,0.0,29.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Félix,FW,Portugal,22.0,1999.0,4.0,4.0,331.0,1.0,11.0,3.0,18.6,0.0,0.0,0.0,91.0,122.0,1335.0,254.0,55.0,69.0,30.0,37.0,5.0,9.0,2.0,3.0,7.0,3.0,0.0,10.0,1.0,0.0,0.0,8.0,9.0,1.0,4.0,0.0,0.0,0.0,9.0,2.0,1.0,156.0,1.0,12.0,66.0,81.0,13.0,156.0,8.0,2.0,6.0,105.0,738.0,279.0,10.0,8.0,4.0,5.0,0.0,131.0,24.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
Bruno Fernandes,FW,Portugal,27.0,1994.0,4.0,4.0,356.0,2.0,7.0,2.0,24.5,0.0,1.0,1.0,188.0,233.0,3623.0,1060.0,101.0,109.0,49.0,56.0,34.0,54.0,3.0,9.0,17.0,9.0,2.0,32.0,1.0,0.0,0.0,2.0,8.0,1.0,26.0,0.0,0.0,0.0,23.0,2.0,8.0,272.0,6.0,34.0,122.0,119.0,9.0,271.0,6.0,3.0,1.0,151.0,838.0,463.0,10.0,10.0,0.0,7.0,4.0,193.0,24.0,4.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,7.0,1.0,6.0,2.0,4.0,0.0
Edimilson Fernandes,FW,Switzerland,26.0,1996.0,3.0,1.0,145.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,82.0,858.0,255.0,40.0,43.0,22.0,24.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,14.0,0.0,1.0,96.0,5.0,27.0,37.0,33.0,1.0,96.0,1.0,0.0,1.0,46.0,232.0,103.0,2.0,0.0,0.0,2.0,3.0,58.0,10.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,3.0,0.0
Enzo Fernández,MF,Argentina,21.0,2001.0,7.0,5.0,564.0,1.0,8.0,3.0,24.9,0.0,0.0,0.0,412.0,471.0,6639.0,1694.0,209.0,230.0,157.0,175.0,33.0,45.0,1.0,6.0,43.0,9.0,1.0,34.0,1.0,0.0,0.0,7.0,6.0,0.0,2.0,0.0,0.0,1.0,39.0,9.0,3.0,535.0,16.0,104.0,354.0,80.0,5.0,535.0,6.0,3.0,2.0,392.0,1863.0,818.0,16.0,10.0,1.0,9.0,7.0,418.0,6.0,22.0,15.0,15.0,5.0,2.0,13.0,23.0,10.0,7.0,1.0,6.0,3.0,7.0,0.0
Jesús Ferreira,FW,United,21.0,2000.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,203.0,12.0,11.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,2.0,9.0,13.0,1.0,24.0,1.0,0.0,0.0,10.0,25.0,1.0,0.0,1.0,0.0,0.0,1.0,19.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Foden,FW,England,22.0,2000.0,4.0,3.0,258.0,1.0,6.0,1.0,13.8,0.0,0.0,0.0,90.0,117.0,1444.0,292.0,57.0,67.0,23.0,27.0,7.0,16.0,2.0,6.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,4.0,0.0,14.0,0.0,0.0,0.0,9.0,3.0,5.0,144.0,1.0,8.0,56.0,81.0,8.0,144.0,6.0,3.0,1.0,99.0,487.0,182.0,5.0,4.0,0.0,7.0,1.0,110.0,36.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0
Youssouf Fofana,MF,France,23.0,1999.0,6.0,2.0,227.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,96.0,112.0,1582.0,341.0,46.0,53.0,43.0,44.0,6.0,11.0,0.0,1.0,14.0,1.0,0.0,11.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,138.0,5.0,29.0,87.0,28.0,2.0,138.0,2.0,2.0,0.0,72.0,379.0,249.0,6.0,2.0,0.0,3.0,3.0,94.0,4.0,8.0,5.0,3.0,4.0,1.0,1.0,4.0,3.0,6.0,1.0,5.0,3.0,0.0,0.0
Juan Foyth,DF,Argentina,24.0,1998.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,31.0,13.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,1.0,0.0,2.0,29.0,16.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Franco,MF,Ecuador,23.0,1998.0,2.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,114.0,59.0,8.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,1.0,5.0,10.0,1.0,0.0,16.0,0.0,0.0,0.0,7.0,29.0,6.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Przemysław Frankowski,MF,Poland,27.0,1995.0,4.0,3.0,240.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,74.0,729.0,228.0,26.0,33.0,18.0,22.0,2.0,8.0,0.0,1.0,5.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,12.0,1.0,1.0,99.0,6.0,22.0,42.0,35.0,1.0,99.0,4.0,2.0,0.0,56.0,220.0,66.0,3.0,3.0,0.0,3.0,3.0,59.0,8.0,7.0,4.0,4.0,1.0,2.0,2.0,6.0,4.0,1.0,1.0,0.0,3.0,5.0,0.0
Fred,MF,Brazil,29.0,1993.0,4.0,2.0,142.0,0.0,3.0,1.0,18.3,0.0,0.0,0.0,71.0,83.0,1108.0,338.0,40.0,45.0,23.0,29.0,6.0,6.0,0.0,4.0,6.0,4.0,0.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,98.0,4.0,22.0,43.0,33.0,2.0,98.0,0.0,0.0,0.0,51.0,197.0,72.0,0.0,1.0,0.0,3.0,1.0,67.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0
